Trades,Stop Hits,Win %,Avg Hold Days,Final Balance $,Total Return $,Total Return %,Max Drawdown $,Max Drawdown %,RDR,Score,N_base,Gap,N1,N2,N3,K,Stop %,CAGR %
57,13,64.9,39.6,18863.96,13863.96,277.28,14505.26,46.48,0.96,2.7,16,5,16,21,26,2.4,0.2,13.6
57,7,75.4,39.2,34191.41,29191.41,583.83,76360.07,73.73,0.38,2.2,16,5,16,21,26,2.4,0.3,20.3
50,1,76.0,45.9,100540.19,95540.19,1910.8,106349.4,54.69,0.9,17.2,16,5,16,21,26,2.4,0.4,33.4
49,1,75.5,46.5,37355.75,32355.75,647.11,39514.16,54.69,0.82,5.3,16,5,16,21,26,2.4,0.5,21.3
51,0,76.5,44.6,54188.4,49188.4,983.77,57319.4,54.69,0.86,8.5,16,5,16,21,26,2.4,0.6,25.7
53,16,64.2,44.0,6280.41,1280.41,25.61,11396.5,77.7,0.11,0.0,16,5,16,21,26,2.5,0.2,2.2
45,7,68.9,51.3,9097.78,4097.78,81.96,20579.14,69.41,0.2,0.2,16,5,16,21,26,2.5,0.3,5.9
39,1,71.8,60.2,33581.22,28581.22,571.62,23891.77,50.2,1.2,6.9,16,5,16,21,26,2.5,0.4,20.1
38,1,71.1,61.3,12477.11,7477.11,149.54,8877.0,50.2,0.84,1.3,16,5,16,21,26,2.5,0.5,9.2
39,0,71.8,59.8,24889.35,19889.35,397.79,17707.83,50.2,1.12,4.5,16,5,16,21,26,2.5,0.6,16.7
43,14,62.8,52.7,22074.24,17074.24,341.48,12332.33,44.23,1.38,4.7,16,5,16,21,26,2.6,0.2,15.3
36,4,69.4,63.5,35210.7,30210.7,604.21,54639.93,60.88,0.55,3.3,16,5,16,21,26,2.6,0.3,20.6
32,1,68.8,71.8,26471.07,21471.07,429.42,24970.56,53.07,0.86,3.7,16,5,16,21,26,2.6,0.4,17.3
30,0,66.7,77.5,22195.02,17195.02,343.9,20936.89,53.07,0.82,2.8,16,5,16,21,26,2.6,0.5,15.4
30,0,66.7,77.5,22195.02,17195.02,343.9,20936.89,53.07,0.82,2.8,16,5,16,21,26,2.6,0.6,15.4
37,8,73.0,59.9,58359.06,53359.06,1067.18,20749.78,29.42,2.57,27.4,16,5,16,21,26,2.7,0.2,26.6
32,2,78.1,71.0,116163.81,111163.81,2223.28,54586.65,38.89,2.04,45.4,16,5,16,21,26,2.7,0.3,35.2
30,1,83.3,76.1,81339.95,76339.95,1526.8,27331.77,27.81,2.79,42.6,16,5,16,21,26,2.7,0.4,30.7
28,0,82.1,83.4,67008.76,62008.76,1240.18,22516.22,27.81,2.75,34.1,16,5,16,21,26,2.7,0.5,28.3
28,0,82.1,83.4,67008.76,62008.76,1240.18,22516.22,27.81,2.75,34.1,16,5,16,21,26,2.7,0.6,28.3
34,7,67.6,67.4,55299.09,50299.09,1005.98,31897.46,45.67,1.58,15.9,16,5,16,21,26,2.8,0.2,25.9
27,2,77.8,86.6,54469.86,49469.86,989.4,30150.05,43.82,1.64,16.2,16,5,16,21,26,2.8,0.3,25.8
24,0,75.0,95.7,55116.49,50116.49,1002.33,35060.06,47.25,1.43,14.3,16,5,16,21,26,2.8,0.4,25.9
24,0,75.0,95.7,55116.49,50116.49,1002.33,35060.06,47.25,1.43,14.3,16,5,16,21,26,2.8,0.5,25.9
24,0,75.0,95.7,55116.49,50116.49,1002.33,35060.06,47.25,1.43,14.3,16,5,16,21,26,2.8,0.6,25.9
32,10,62.5,63.3,24756.84,19756.84,395.14,29269.1,77.92,0.68,2.7,16,5,16,21,26,2.9,0.2,16.6
27,4,81.5,80.1,71872.38,66872.38,1337.45,29387.3,39.53,2.28,30.5,16,5,16,21,26,2.9,0.3,29.2
23,2,82.6,94.5,22258.19,17258.19,345.16,17922.91,68.36,0.96,3.3,16,5,16,21,26,2.9,0.4,15.4
20,1,75.0,109.5,9966.22,4966.22,99.32,22380.34,85.36,0.22,0.2,16,5,16,21,26,2.9,0.5,6.8
19,0,73.7,115.3,9966.22,4966.22,99.32,22380.34,85.36,0.22,0.2,16,5,16,21,26,2.9,0.6,6.8
25,11,36.0,82.0,573.28,-4426.72,-88.53,5275.77,91.34,-0.84,0.7,16,5,16,21,26,3.0,0.2,-18.8
17,5,52.9,121.2,2633.97,-2366.03,-47.32,4018.76,69.58,-0.59,0.3,16,5,16,21,26,3.0,0.3,-6.0
14,2,42.9,163.6,1442.56,-3557.44,-71.15,4517.44,78.21,-0.79,0.6,16,5,16,21,26,3.0,0.4,-11.2
13,2,38.5,175.5,867.46,-4132.54,-82.65,5019.13,86.9,-0.82,0.7,16,5,16,21,26,3.0,0.5,-15.5
12,1,33.3,190.0,716.45,-4283.55,-85.67,5150.87,89.18,-0.83,0.7,16,5,16,21,26,3.0,0.6,-17.0
25,14,40.0,77.5,525.36,-4474.64,-89.49,5254.43,90.97,-0.85,0.8,16,5,16,21,26,3.1,0.2,-19.4
18,5,44.4,117.9,2096.76,-2903.24,-58.06,4165.55,72.12,-0.7,0.4,16,5,16,21,26,3.1,0.3,-8.0
16,4,37.5,132.2,812.57,-4187.43,-83.75,4969.37,86.04,-0.84,0.7,16,5,16,21,26,3.1,0.4,-16.0
14,3,35.7,156.9,530.77,-4469.23,-89.38,5367.28,92.93,-0.83,0.7,16,5,16,21,26,3.1,0.5,-19.4
16,2,37.5,124.4,354.78,-4645.22,-92.9,5502.75,95.27,-0.84,0.8,16,5,16,21,26,3.1,0.6,-22.4
23,13,34.8,78.3,381.23,-4618.77,-92.38,5397.48,93.45,-0.86,0.8,16,5,16,21,26,3.2,0.2,-21.9
19,5,47.4,117.8,2895.98,-2104.02,-42.08,3803.0,65.84,-0.55,0.2,16,5,16,21,26,3.2,0.3,-5.1
14,4,42.9,158.2,1114.83,-3885.17,-77.7,4669.37,80.84,-0.83,0.6,16,5,16,21,26,3.2,0.4,-13.4
12,3,41.7,191.3,728.2,-4271.8,-85.44,5215.29,90.29,-0.82,0.7,16,5,16,21,26,3.2,0.5,-16.9
14,2,50.0,145.2,850.23,-4149.77,-83.0,5121.35,88.67,-0.81,0.7,16,5,16,21,26,3.2,0.6,-15.6
127,25,64.6,19.3,14016.15,9016.15,180.32,76835.15,86.21,0.12,0.2,16,8,16,24,32,1.5,0.2,10.4
106,7,66.0,23.1,34245.75,29245.75,584.91,44336.9,61.01,0.66,3.9,16,8,16,24,32,1.5,0.3,20.3
101,2,63.4,24.1,23344.3,18344.3,366.89,16111.4,54.64,1.14,4.2,16,8,16,24,32,1.5,0.4,15.9
102,1,64.7,24.0,29135.29,24135.29,482.71,19106.48,51.92,1.26,6.1,16,8,16,24,32,1.5,0.5,18.4
101,0,64.4,24.2,25461.45,20461.45,409.23,16697.24,51.92,1.23,5.0,16,8,16,24,32,1.5,0.6,16.9
114,21,62.3,21.3,10876.94,5876.94,117.54,53782.33,84.62,0.11,0.1,16,8,16,24,32,1.6,0.2,7.7
94,5,62.8,25.8,30197.92,25197.92,503.96,13100.46,34.35,1.92,9.7,16,8,16,24,32,1.6,0.3,18.8
88,3,60.2,27.6,14501.9,9501.9,190.04,18226.44,72.51,0.52,1.0,16,8,16,24,32,1.6,0.4,10.8
85,0,62.4,28.7,13836.48,8836.48,176.73,17411.86,72.53,0.51,0.9,16,8,16,24,32,1.6,0.5,10.3
85,0,62.4,28.7,13836.48,8836.48,176.73,17411.86,72.53,0.51,0.9,16,8,16,24,32,1.6,0.6,10.3
103,25,59.2,23.1,1714.63,-3285.37,-65.71,9674.36,85.68,-0.34,0.2,16,8,16,24,32,1.7,0.2,-9.8
90,5,63.3,26.8,18432.63,13432.63,268.65,12266.61,49.37,1.1,3.0,16,8,16,24,32,1.7,0.3,13.3
82,3,62.2,29.3,6376.05,1376.05,27.52,8295.17,65.59,0.17,0.0,16,8,16,24,32,1.7,0.4,2.4
83,2,62.7,29.1,6996.59,1996.59,39.93,5939.19,55.43,0.34,0.1,16,8,16,24,32,1.7,0.5,3.3
81,0,61.7,29.8,7552.04,2552.04,51.04,6410.7,55.43,0.4,0.2,16,8,16,24,32,1.7,0.6,4.0
94,20,60.6,25.3,5609.24,609.24,12.18,17863.8,76.24,0.03,0.0,16,8,16,24,32,1.8,0.2,1.1
88,8,64.8,27.1,13807.98,8807.98,176.16,8811.31,42.17,1.0,1.8,16,8,16,24,32,1.8,0.3,10.2
79,3,63.3,29.9,7021.5,2021.5,40.43,10106.64,65.95,0.2,0.1,16,8,16,24,32,1.8,0.4,3.3
78,1,64.1,30.2,8365.84,3365.84,67.32,9039.59,65.95,0.37,0.2,16,8,16,24,32,1.8,0.5,5.1
77,0,63.6,30.6,9353.36,4353.36,87.07,10106.64,65.95,0.43,0.4,16,8,16,24,32,1.8,0.6,6.2
92,16,64.1,25.2,22134.81,17134.81,342.7,11678.6,44.64,1.47,5.0,16,8,16,24,32,1.9,0.2,15.4
83,8,63.9,28.2,14384.61,9384.61,187.69,5927.72,34.87,1.58,3.0,16,8,16,24,32,1.9,0.3,10.7
71,4,62.0,32.6,2268.35,-2731.65,-54.63,7126.5,86.36,-0.38,0.2,16,8,16,24,32,1.9,0.4,-7.3
70,2,62.9,33.0,2518.98,-2481.02,-49.62,6092.99,82.55,-0.41,0.2,16,8,16,24,32,1.9,0.5,-6.4
68,1,61.8,33.9,1731.53,-3268.47,-65.37,7275.42,88.17,-0.45,0.3,16,8,16,24,32,1.9,0.6,-9.7
78,15,56.4,30.0,2752.94,-2247.06,-44.94,4904.87,86.38,-0.46,0.2,16,8,16,24,32,2.0,0.2,-5.6
71,8,56.3,33.4,7758.23,2758.23,55.16,4013.29,37.83,0.69,0.4,16,8,16,24,32,2.0,0.3,4.3
64,3,57.8,36.2,5823.62,823.62,16.47,4646.77,65.51,0.18,0.0,16,8,16,24,32,2.0,0.4,1.5
62,1,56.5,37.4,3558.25,-1441.75,-28.84,4203.84,74.04,-0.34,0.1,16,8,16,24,32,2.0,0.5,-3.2
61,0,55.7,38.0,3978.27,-1021.73,-20.43,4029.83,70.97,-0.25,0.1,16,8,16,24,32,2.0,0.6,-2.2
79,19,53.2,29.4,1782.2,-3217.8,-64.36,6507.61,80.56,-0.49,0.3,16,8,16,24,32,2.1,0.2,-9.4
66,11,59.1,35.0,4409.48,-590.52,-11.81,5340.76,65.95,-0.11,0.0,16,8,16,24,32,2.1,0.3,-1.2
61,4,59.0,36.9,2740.5,-2259.5,-45.19,5776.99,80.61,-0.39,0.2,16,8,16,24,32,2.1,0.4,-5.6
60,2,56.7,38.2,1901.68,-3098.32,-61.97,5934.0,84.02,-0.52,0.3,16,8,16,24,32,2.1,0.5,-8.9
57,0,57.9,40.0,1984.37,-3015.63,-60.31,5770.04,81.7,-0.52,0.3,16,8,16,24,32,2.1,0.6,-8.5
71,15,60.6,32.3,4655.55,-344.45,-6.89,22180.23,82.76,-0.02,0.0,16,8,16,24,32,2.2,0.2,-0.7
59,8,59.3,39.4,2314.64,-2685.36,-53.71,5366.07,74.76,-0.5,0.3,16,8,16,24,32,2.2,0.3,-7.1
58,5,58.6,39.1,2509.26,-2490.74,-49.81,9577.09,81.33,-0.26,0.1,16,8,16,24,32,2.2,0.4,-6.4
52,3,55.8,43.6,1436.22,-3563.78,-71.28,5804.01,82.18,-0.61,0.4,16,8,16,24,32,2.2,0.5,-11.3
53,0,58.5,42.6,2010.95,-2989.05,-59.78,6282.3,78.1,-0.48,0.3,16,8,16,24,32,2.2,0.6,-8.4
58,9,67.2,37.5,32291.52,27291.52,545.83,25296.7,48.59,1.08,5.9,16,8,16,24,32,2.3,0.2,19.6
54,6,63.0,41.8,21651.17,16651.17,333.02,24736.66,55.94,0.67,2.2,16,8,16,24,32,2.3,0.3,15.1
53,2,66.0,42.0,15083.17,10083.17,201.66,15090.03,65.96,0.67,1.4,16,8,16,24,32,2.3,0.4,11.2
52,1,67.3,42.6,17306.01,12306.01,246.12,13959.12,53.18,0.88,2.2,16,8,16,24,32,2.3,0.5,12.7
51,0,66.7,43.6,18653.15,13653.15,273.06,14327.95,50.64,0.95,2.6,16,8,16,24,32,2.3,0.6,13.5
54,11,70.4,40.3,23045.87,18045.87,360.92,29790.43,71.16,0.61,2.2,16,8,16,24,32,2.4,0.2,15.8
52,5,73.1,42.6,23569.02,18569.02,371.38,21450.93,61.99,0.87,3.2,16,8,16,24,32,2.4,0.3,16.0
49,2,71.4,45.2,12048.99,7048.99,140.98,12987.7,54.38,0.54,0.8,16,8,16,24,32,2.4,0.4,8.8
47,1,70.2,47.4,10527.41,5527.41,110.55,13944.4,70.52,0.4,0.4,16,8,16,24,32,2.4,0.5,7.4
46,0,71.7,48.2,14995.98,9995.98,199.92,12303.75,55.33,0.81,1.6,16,8,16,24,32,2.4,0.6,11.1
48,15,62.5,44.7,4888.34,-111.66,-2.23,19473.56,81.87,-0.01,0.0,16,8,16,24,32,2.5,0.2,-0.2
43,5,69.8,50.4,13347.93,8347.93,166.96,17534.34,56.78,0.48,0.8,16,8,16,24,32,2.5,0.3,9.9
39,1,66.7,55.0,4596.09,-403.91,-8.08,7643.47,62.62,-0.05,0.0,16,8,16,24,32,2.5,0.4,-0.8
38,1,65.8,57.4,3559.6,-1440.4,-28.81,8357.95,70.29,-0.17,0.0,16,8,16,24,32,2.5,0.5,-3.2
37,0,64.9,58.9,3559.6,-1440.4,-28.81,8357.95,70.29,-0.17,0.0,16,8,16,24,32,2.5,0.6,-3.2
43,12,58.1,50.1,16896.3,11896.3,237.93,15774.2,61.73,0.75,1.8,16,8,16,24,32,2.6,0.2,12.4
43,5,72.1,50.3,65410.22,60410.22,1208.2,22801.79,25.85,2.65,32.0,16,8,16,24,32,2.6,0.3,28.0
36,0,61.1,60.8,12410.36,7410.36,148.21,18114.29,59.52,0.41,0.6,16,8,16,24,32,2.6,0.4,9.1
36,0,61.1,60.8,12410.36,7410.36,148.21,18114.29,59.52,0.41,0.6,16,8,16,24,32,2.6,0.5,9.1
36,0,61.1,60.8,12410.36,7410.36,148.21,18114.29,59.52,0.41,0.6,16,8,16,24,32,2.6,0.6,9.1
34,12,50.0,55.8,2355.18,-2644.82,-52.9,22888.35,91.85,-0.12,0.1,16,8,16,24,32,2.7,0.2,-7.0
32,4,65.6,62.8,18467.9,13467.9,269.36,15394.91,61.81,0.87,2.3,16,8,16,24,32,2.7,0.3,13.4
30,1,56.7,63.1,9465.21,4465.21,89.3,17327.3,65.48,0.26,0.2,16,8,16,24,32,2.7,0.4,6.3
30,0,60.0,64.9,16556.08,11556.08,231.12,25138.53,61.14,0.46,1.1,16,8,16,24,32,2.7,0.5,12.2
30,0,60.0,64.9,16556.08,11556.08,231.12,25138.53,61.14,0.46,1.1,16,8,16,24,32,2.7,0.6,12.2
31,13,48.4,62.9,4518.0,-482.0,-9.64,21974.65,83.05,-0.02,0.0,16,8,16,24,32,2.8,0.2,-1.0
27,7,66.7,78.1,5969.31,969.31,19.39,19519.81,76.63,0.05,0.0,16,8,16,24,32,2.8,0.3,1.7
22,2,63.6,94.5,4347.24,-652.76,-13.06,11790.61,73.76,-0.06,0.0,16,8,16,24,32,2.8,0.4,-1.3
21,1,61.9,99.2,3727.91,-1272.09,-25.44,12388.27,77.5,-0.1,0.0,16,8,16,24,32,2.8,0.5,-2.8
20,0,60.0,104.2,3727.91,-1272.09,-25.44,12388.27,77.5,-0.1,0.0,16,8,16,24,32,2.8,0.6,-2.8
28,13,46.4,71.1,1561.76,-3438.24,-68.76,14759.89,90.5,-0.23,0.2,16,8,16,24,32,2.9,0.2,-10.6
24,7,70.8,89.4,6214.63,1214.63,24.29,12491.54,72.31,0.1,0.0,16,8,16,24,32,2.9,0.3,2.1
22,3,68.2,94.2,3993.09,-1006.91,-20.14,14037.06,77.85,-0.07,0.0,16,8,16,24,32,2.9,0.4,-2.1
17,2,47.1,123.2,786.41,-4213.59,-84.27,14214.61,94.76,-0.3,0.3,16,8,16,24,32,2.9,0.5,-16.3
16,0,50.0,131.6,1180.23,-3819.77,-76.4,13820.79,92.13,-0.28,0.2,16,8,16,24,32,2.9,0.6,-12.9
26,11,42.3,72.6,953.8,-4046.2,-80.92,9832.75,92.2,-0.41,0.3,16,8,16,24,32,3.0,0.2,-14.7
22,3,63.6,93.0,7687.77,2687.77,53.76,5683.25,48.28,0.47,0.3,16,8,16,24,32,3.0,0.3,4.2
21,5,57.1,97.8,1231.3,-3768.7,-75.37,9433.5,88.45,-0.4,0.3,16,8,16,24,32,3.0,0.4,-12.6
20,2,60.0,101.8,2509.94,-2490.06,-49.8,9579.13,89.82,-0.26,0.1,16,8,16,24,32,3.0,0.5,-6.4
20,2,65.0,100.8,3330.69,-1669.31,-33.39,9224.12,86.49,-0.18,0.1,16,8,16,24,32,3.0,0.6,-3.8
20,9,50.0,96.0,4265.77,-734.23,-14.68,4543.42,54.97,-0.16,0.0,16,8,16,24,32,3.1,0.2,-1.5
14,5,50.0,135.2,2219.05,-2780.95,-55.62,5292.69,75.64,-0.53,0.3,16,8,16,24,32,3.1,0.3,-7.5
13,2,53.8,161.5,2031.36,-2968.64,-59.37,5599.46,80.03,-0.53,0.3,16,8,16,24,32,3.1,0.4,-8.3
11,0,54.5,195.9,4384.96,-615.04,-12.3,5100.22,72.89,-0.12,0.0,16,8,16,24,32,3.1,0.5,-1.3
11,0,54.5,195.9,4384.96,-615.04,-12.3,5100.22,72.89,-0.12,0.0,16,8,16,24,32,3.1,0.6,-1.3
18,8,50.0,99.6,4511.91,-488.09,-9.76,4969.3,56.23,-0.1,0.0,16,8,16,24,32,3.2,0.2,-1.0
18,4,66.7,98.3,9220.97,4220.97,84.42,8762.27,55.3,0.48,0.4,16,8,16,24,32,3.2,0.3,6.1
16,3,62.5,118.5,4708.48,-291.52,-5.83,9692.65,74.95,-0.03,0.0,16,8,16,24,32,3.2,0.4,-0.6
14,0,64.3,141.9,11644.37,6644.37,132.89,8396.69,61.02,0.79,1.0,16,8,16,24,32,3.2,0.5,8.5
14,0,64.3,141.9,11644.37,6644.37,132.89,8396.69,61.02,0.79,1.0,16,8,16,24,32,3.2,0.6,8.5
122,21,63.9,19.9,33480.6,28480.6,569.61,49451.46,59.63,0.58,3.3,16,10,16,26,36,1.5,0.2,20.0
99,6,62.6,24.8,29238.25,24238.25,484.76,44522.85,61.01,0.54,2.6,16,10,16,26,36,1.5,0.3,18.5
98,1,61.2,24.9,44329.83,39329.83,786.6,25215.08,41.82,1.56,12.3,16,10,16,26,36,1.5,0.4,23.3
97,0,60.8,25.2,45756.01,40756.01,815.12,26026.31,41.82,1.57,12.8,16,10,16,26,36,1.5,0.5,23.7
97,0,60.8,25.2,45756.01,40756.01,815.12,26026.31,41.82,1.57,12.8,16,10,16,26,36,1.5,0.6,23.7
112,17,66.1,21.3,42776.34,37776.34,755.53,63181.45,59.63,0.6,4.5,16,10,16,26,36,1.6,0.2,22.9
98,5,64.3,24.6,46840.54,41840.54,836.81,18119.71,28.44,2.31,19.3,16,10,16,26,36,1.6,0.3,24.0
93,2,64.5,25.9,42414.07,37414.07,748.28,16407.39,28.44,2.28,17.1,16,10,16,26,36,1.6,0.4,22.8
92,1,64.1,26.2,36860.58,31860.58,637.21,14259.09,28.44,2.23,14.2,16,10,16,26,36,1.6,0.5,21.1
91,0,63.7,26.5,48298.72,43298.72,865.97,18683.79,28.44,2.32,20.1,16,10,16,26,36,1.6,0.6,24.3
108,21,65.7,21.7,28991.33,23991.33,479.83,97730.21,77.25,0.25,1.2,16,10,16,26,36,1.7,0.2,18.4
92,4,66.3,25.8,54310.63,49310.63,986.21,55815.66,52.23,0.88,8.7,16,10,16,26,36,1.7,0.3,25.7
87,2,64.4,27.3,23973.58,18973.58,379.47,27672.04,58.67,0.69,2.6,16,10,16,26,36,1.7,0.4,16.2
88,1,64.8,27.1,32782.33,27782.33,555.65,33690.78,52.23,0.82,4.6,16,10,16,26,36,1.7,0.5,19.8
87,0,64.4,27.3,31648.98,26648.98,532.98,32526.02,52.23,0.82,4.4,16,10,16,26,36,1.7,0.6,19.4
97,20,64.9,24.1,8999.38,3999.38,79.99,34768.02,79.56,0.12,0.1,16,10,16,26,36,1.8,0.2,5.8
85,7,68.2,27.7,11045.72,6045.72,120.91,9812.95,49.81,0.62,0.7,16,10,16,26,36,1.8,0.3,7.9
80,3,66.2,29.5,10507.45,5507.45,110.15,19058.55,71.27,0.29,0.3,16,10,16,26,36,1.8,0.4,7.4
79,0,65.8,29.8,14265.65,9265.65,185.31,13016.45,50.47,0.71,1.3,16,10,16,26,36,1.8,0.5,10.6
79,0,65.8,29.8,14265.65,9265.65,185.31,13016.45,50.47,0.71,1.3,16,10,16,26,36,1.8,0.6,10.6
93,15,67.7,24.8,47097.36,42097.36,841.95,20869.72,38.03,2.02,17.0,16,10,16,26,36,1.9,0.2,24.0
78,7,67.9,29.3,14587.05,9587.05,191.74,7714.6,45.38,1.24,2.4,16,10,16,26,36,1.9,0.3,10.8
77,4,67.5,29.8,12857.58,7857.58,157.15,8519.08,56.86,0.92,1.4,16,10,16,26,36,1.9,0.4,9.5
75,0,69.3,30.5,20635.73,15635.73,312.71,7537.16,31.34,2.07,6.5,16,10,16,26,36,1.9,0.5,14.6
75,0,69.3,30.5,20635.73,15635.73,312.71,7537.16,31.34,2.07,6.5,16,10,16,26,36,1.9,0.6,14.6
77,15,57.1,30.2,4404.36,-595.64,-11.91,7940.05,83.71,-0.08,0.0,16,10,16,26,36,2.0,0.2,-1.2
69,7,56.5,33.5,11966.26,6966.26,139.33,7233.31,43.07,0.96,1.3,16,10,16,26,36,2.0,0.3,8.7
62,2,56.5,36.8,6486.97,1486.97,29.74,9348.34,69.05,0.16,0.0,16,10,16,26,36,2.0,0.4,2.5
